Country,Category,Description,Units,Year,Month,Quantity,Value,M2
China,201,Kg SPECIALTY YARNS,KG,2024,10,1251638,5392808,8135647
China,201,Kg SPECIALTY YARNS,KG,2024,11,1147747,5817023,7460356
China,201,Kg SPECIALTY YARNS,KG,2024,12,1007960,4873365,6551740
China,218,M2 FABRICS OF YARNS OF DIFF. COLORS,M2,2024,1,434477,871072,434477
China,218,M2 FABRICS OF YARNS OF DIFF. COLORS,M2,2024,2,299426,379400,299426
China,218,M2 FABRICS OF YARNS OF DIFF. COLORS,M2,2024,3,176166,317847,176166
China,218,M2 FABRICS OF YARNS OF DIFF. COLORS,M2,2024,4,238545,810104,238545
China,218,M2 FABRICS OF YARNS OF DIFF. COLORS,M2,2024,5,308033,757527,308033
China,218,M2 FABRICS OF YARNS OF DIFF. COLORS,M2,2024,6,417913,831727,417913
China,218,M2 FABRICS OF YARNS OF DIFF. COLORS,M2,2024,7,416496,842202,416496
China,218,M2 FABRICS OF YARNS OF DIFF. COLORS,M2,2024,8,250444,764681,250444
China,218,M2 FABRICS OF YARNS OF DIFF. COLORS,M2,2024,9,322416,686790,322416
China,218,M2 FABRICS OF YARNS OF DIFF. COLORS,M2,2024,10,220491,483163,220491
China,218,M2 FABRICS OF YARNS OF DIFF. COLORS,M2,2024,11,231100,613300,231100
China,218,M2 FABRICS OF YARNS OF DIFF. COLORS,M2,2024,12,511525,773923,511525
China,219,M2 DUCK FABRIC,M2,2024,1,116885,260451,116885
China,219,M2 DUCK FABRIC,M2,2024,2,41819,100834,41819
China,219,M2 DUCK FABRIC,M2,2024,3,33358,59888,33358
China,219,M2 DUCK FABRIC,M2,2024,4,79523,166723,79523
China,219,M2 DUCK FABRIC,M2,2024,5,109203,285723,109203
China,219,M2 DUCK FABRIC,M2,2024,6,7977,37491,7977
China,219,M2 DUCK FABRIC,M2,2024,7,14303,58920,14303
China,219,M2 DUCK FABRIC,M2,2024,8,71260,180326,71260
China,219,M2 DUCK FABRIC,M2,2024,9,33141,66579,33141
China,219,M2 DUCK FABRIC,M2,2024,10,27480,44844,27480
China,219,M2 DUCK FABRIC,M2,2024,11,28736,133374,28736
China,219,M2 DUCK FABRIC,M2,2024,12,77982,212485,77982
China,220,M2 FABRIC OF SPECIAL WEAVE,M2,2024,1,2741112,2025344,2741112
China,220,M2 FABRIC OF SPECIAL WEAVE,M2,2024,2,1129758,1329105,1129758
China,220,M2 FABRIC OF SPECIAL WEAVE,M2,2024,3,752223,1029644,752223
China,220,M2 FABRIC OF SPECIAL WEAVE,M2,2024,4,1191778,991740,1191778
China,220,M2 FABRIC OF SPECIAL WEAVE,M2,2024,5,896328,1438062,896328
China,220,M2 FABRIC OF SPECIAL WEAVE,M2,2024,6,1474301,1448889,1474301
China,220,M2 FABRIC OF SPECIAL WEAVE,M2,2024,7,1795477,1910165,1795477
China,220,M2 FABRIC OF SPECIAL WEAVE,M2,2024,8,1239886,1638381,1239886
China,220,M2 FABRIC OF SPECIAL WEAVE,M2,2024,9,1493719,1282044,1493719
China,220,M2 FABRIC OF SPECIAL WEAVE,M2,2024,10,895865,1066436,895865
China,220,M2 FABRIC OF SPECIAL WEAVE,M2,2024,11,1064214,1136391,1064214
China,220,M2 FABRIC OF SPECIAL WEAVE,M2,2024,12,1513302,1441840,1513302
China,222,Kg KNIT FABRIC,KG,2024,1,2931909,10056870,36062481
China,222,Kg KNIT FABRIC,KG,2024,2,2559481,8601716,31481616
China,222,Kg KNIT FABRIC,KG,2024,3,1723364,7155184,21197377
China,222,Kg KNIT FABRIC,KG,2024,4,2521831,7329277,31018521
China,222,Kg KNIT FABRIC,KG,2024,5,3398749,10330115,41804613
China,222,Kg KNIT FABRIC,KG,2024,6,3528170,9983799,43396491
China,222,Kg KNIT FABRIC,KG,2024,7,2784627,8328618,34250912
China,222,Kg KNIT FABRIC,KG,2024,8,2470311,10413964,30384825
China,222,Kg KNIT FABRIC,KG,2024,9,2251438,8951020,27692687
China,222,Kg KNIT FABRIC,KG,2024,10,2330312,8463205,28662838
China,222,Kg KNIT FABRIC,KG,2024,11,2631273,8942013,32364658
China,222,Kg KNIT FABRIC,KG,2024,12,2143822,6661706,26369011
China,223,Kg NON-WOVEN FABRICS,KG,2024,1,20299007,30302415,284186098
China,223,Kg NON-WOVEN FABRICS,KG,2024,2,17218083,26713150,241053162
China,223,Kg NON-WOVEN FABRICS,KG,2024,3,15784815,25038240,220987410
China,223,Kg NON-WOVEN FABRICS,KG,2024,4,24245750,32435289,339440500
China,223,Kg NON-WOVEN FABRICS,KG,2024,5,15833448,31564078,221668272
China,223,Kg NON-WOVEN FABRICS,KG,2024,6,25881163,32241174,362336282
China,223,Kg NON-WOVEN FABRICS,KG,2024,7,21557190,32928571,301800660
China,223,Kg NON-WOVEN FABRICS,KG,2024,8,16412714,31682968,229777996
China,223,Kg NON-WOVEN FABRICS,KG,2024,9,24943306,32622217,349206284
China,223,Kg NON-WOVEN FABRICS,KG,2024,10,31091887,32638464,435286418
China,223,Kg NON-WOVEN FABRICS,KG,2024,11,26231646,33629498,367243044
China,223,Kg NON-WOVEN FABRICS,KG,2024,12,36909895,34272316,516738530
China,224,M2 PILE & TUFTED FABRICS,M2,2024,1,8522029,18338942,8522029
China,224,M2 PILE & TUFTED FABRICS,M2,2024,2,7825416,15979280,7825416
China,224,M2 PILE & TUFTED FABRICS,M2,2024,3,6009130,11608219,6009130
China,224,M2 PILE & TUFTED FABRICS,M2,2024,4,4406446,9170786,4406446
China,224,M2 PILE & TUFTED FABRICS,M2,2024,5,6485971,12542526,6485971
China,224,M2 PILE & TUFTED FABRICS,M2,2024,6,9337537,18036981,9337537
China,224,M2 PILE & TUFTED FABRICS,M2,2024,7,8858627,17824294,8858627
China,224,M2 PILE & TUFTED FABRICS,M2,2024,8,8350006,17335218,8350006
China,224,M2 PILE & TUFTED FABRICS,M2,2024,9,8054457,14855677,8054457
China,224,M2 PILE & TUFTED FABRICS,M2,2024,10,9317729,17728697,9317729
China,224,M2 PILE & TUFTED FABRICS,M2,2024,11,8612738,17717572,8612738
China,224,M2 PILE & TUFTED FABRICS,M2,2024,12,6038920,13307438,6038920
China,225,M2 BLUE DENIM FABRIC,M2,2024,1,57878,104468,57878
China,225,M2 BLUE DENIM FABRIC,M2,2024,2,41293,84552,41293
China,225,M2 BLUE DENIM FABRIC,M2,2024,3,8155,28740,8155
China,225,M2 BLUE DENIM FABRIC,M2,2024,4,2605,8683,2605
China,225,M2 BLUE DENIM FABRIC,M2,2024,5,35395,64867,35395
China,225,M2 BLUE DENIM FABRIC,M2,2024,6,57201,125938,57201
China,225,M2 BLUE DENIM FABRIC,M2,2024,7,86541,146684,86541
China,225,M2 BLUE DENIM FABRIC,M2,2024,8,34356,101489,34356
China,225,M2 BLUE DENIM FABRIC,M2,2024,9,17689,37512,17689
China,225,M2 BLUE DENIM FABRIC,M2,2024,10,28059,60447,28059
China,225,M2 BLUE DENIM FABRIC,M2,2024,11,42476,93265,42476
China,225,M2 BLUE DENIM FABRIC,M2,2024,12,25821,63151,25821
China,226,"M2 CHEESECLOTH, BATISTES, LAWNS/VOILE",M2,2024,1,4089017,1032463,4089017
China,226,"M2 CHEESECLOTH, BATISTES, LAWNS/VOILE",M2,2024,2,1615654,723631,1615654
China,226,"M2 CHEESECLOTH, BATISTES, LAWNS/VOILE",M2,2024,3,3763351,908669,3763351
China,226,"M2 CHEESECLOTH, BATISTES, LAWNS/VOILE",M2,2024,4,3125145,677812,3125145
China,226,"M2 CHEESECLOTH, BATISTES, LAWNS/VOILE",M2,2024,5,2391137,662231,2391137
China,226,"M2 CHEESECLOTH, BATISTES, LAWNS/VOILE",M2,2024,6,3095919,805754,3095919
China,226,"M2 CHEESECLOTH, BATISTES, LAWNS/VOILE",M2,2024,7,6360556,1381855,6360556
China,226,"M2 CHEESECLOTH, BATISTES, LAWNS/VOILE",M2,2024,8,4065180,1032422,4065180
China,226,"M2 CHEESECLOTH, BATISTES, LAWNS/VOILE",M2,2024,9,1854141,774754,1854141
China,226,"M2 CHEESECLOTH, BATISTES, LAWNS/VOILE",M2,2024,10,2813046,768447,2813046
China,226,"M2 CHEESECLOTH, BATISTES, LAWNS/VOILE",M2,2024,11,2011608,670652,2011608
China,226,"M2 CHEESECLOTH, BATISTES, LAWNS/VOILE",M2,2024,12,4199618,852808,4199618
China,227,M2 OXFORD CLOTH,M2,2024,1,20885,18968,20885
China,227,M2 OXFORD CLOTH,M2,2024,2,2596,2055,2596
China,227,M2 OXFORD CLOTH,M2,2024,3,82486,65256,82486
China,227,M2 OXFORD CLOTH,M2,2024,4,443,1263,443
China,227,M2 OXFORD CLOTH,M2,2024,5,2707,10626,2707
China,227,M2 OXFORD CLOTH,M2,2024,6,47024,41820,47024
China,227,M2 OXFORD CLOTH,M2,2024,7,17667,27839,17667
China,227,M2 OXFORD CLOTH,M2,2024,9,12117,17912,12117
China,227,M2 OXFORD CLOTH,M2,2024,10,13763,10620,13763
China,227,M2 OXFORD CLOTH,M2,2024,11,19397,17663,19397
China,227,M2 OXFORD CLOTH,M2,2024,12,4852,15782,4852
China,229,Kg SPECIAL PURPOSE FABRIC,KG,2024,1,3551643,20724497,48302345
China,229,Kg SPECIAL PURPOSE FABRIC,KG,2024,2,3194138,17990585,43440277
China,229,Kg SPECIAL PURPOSE FABRIC,KG,2024,3,2568777,14947733,34935367
China,229,Kg SPECIAL PURPOSE FABRIC,KG,2024,4,3046278,16647865,41429381
China,229,Kg SPECIAL PURPOSE FABRIC,KG,2024,5,3276487,19390806,44560223
China,229,Kg SPECIAL PURPOSE FABRIC,KG,2024,6,3823823,21208940,52003993
China,229,Kg SPECIAL PURPOSE FABRIC,KG,2024,7,4139792,24710390,56301171
China,229,Kg SPECIAL PURPOSE FABRIC,KG,2024,8,3912904,23133622,53215494
China,229,Kg SPECIAL PURPOSE FABRIC,KG,2024,9,3301842,20789232,44905051
China,229,Kg SPECIAL PURPOSE FABRIC,KG,2024,10,3346222,19817558,45508619
China,229,Kg SPECIAL PURPOSE FABRIC,KG,2024,11,3124129,17784623,42488154
China,229,Kg SPECIAL PURPOSE FABRIC,KG,2024,12,3635077,21687684,49437047
China,237,"DOZ PLAYSUITS, SUNSUITS, ETC",DOZ,2024,1,105289,5024805,2021549
China,237,"DOZ PLAYSUITS, SUNSUITS, ETC",DOZ,2024,2,56009,2428549,1075373
China,237,"DOZ PLAYSUITS, SUNSUITS, ETC",DOZ,2024,3,69916,2903135,1342387
China,237,"DOZ PLAYSUITS, SUNSUITS, ETC",DOZ,2024,4,53394,2514563,1025165
China,237,"DOZ PLAYSUITS, SUNSUITS, ETC",DOZ,2024,5,82329,3823468,1580717
China,237,"DOZ PLAYSUITS, SUNSUITS, ETC",DOZ,2024,6,96912,4244125,1860710
China,237,"DOZ PLAYSUITS, SUNSUITS, ETC",DOZ,2024,7,122822,5090712,2358182
China,237,"DOZ PLAYSUITS, SUNSUITS, ETC",DOZ,2024,8,80415,2329275,1543968
China,237,"DOZ PLAYSUITS, SUNSUITS, ETC",DOZ,2024,9,74225,2343478,1425120
China,237,"DOZ PLAYSUITS, SUNSUITS, ETC",DOZ,2024,10,66999,2184113,1286381
China,237,"DOZ PLAYSUITS, SUNSUITS, ETC",DOZ,2024,11,41534,1707934,797453
China,237,"DOZ PLAYSUITS, SUNSUITS, ETC",DOZ,2024,12,51845,1737930,995424
China,239,Kg BABIES' GARM. & CLOTH. ACCESS.,KG,2024,1,3368531,43776076,21221745
China,239,Kg BABIES' GARM. & CLOTH. ACCESS.,KG,2024,2,2365721,32371456,14904042
China,239,Kg BABIES' GARM. & CLOTH. ACCESS.,KG,2024,3,1700787,23600178,10714958
China,239,Kg BABIES' GARM. & CLOTH. ACCESS.,KG,2024,4,1306666,17242736,8231996
China,239,Kg BABIES' GARM. & CLOTH. ACCESS.,KG,2024,5,2392887,23562142,15075188
China,239,Kg BABIES' GARM. & CLOTH. ACCESS.,KG,2024,6,3543997,39017763,22327181
China,239,Kg BABIES' GARM. & CLOTH. ACCESS.,KG,2024,7,4415761,55318333,27819294
China,239,Kg BABIES' GARM. & CLOTH. ACCESS.,KG,2024,8,4021271,44827014,25334007
China,239,Kg BABIES' GARM. & CLOTH. ACCESS.,KG,2024,9,3661539,40323849,23067696
China,239,Kg BABIES' GARM. & CLOTH. ACCESS.,KG,2024,10,3276301,34621980,20640696
China,239,Kg BABIES' GARM. & CLOTH. ACCESS.,KG,2024,11,2928240,33194720,18447912
China,239,Kg BABIES' GARM. & CLOTH. ACCESS.,KG,2024,12,3430415,38694530,21611614
China,300,Kg CARDED COTTON YARN,KG,2024,1,3169,41459,26937
China,300,Kg CARDED COTTON YARN,KG,2024,2,4750,38594,40375
China,300,Kg CARDED COTTON YARN,KG,2024,3,1500,7917,12750
China,300,Kg CARDED COTTON YARN,KG,2024,4,44,2186,374
China,300,Kg CARDED COTTON YARN,KG,2024,5,7017,87671,59645
China,300,Kg CARDED COTTON YARN,KG,2024,6,5397,57739,45875
China,300,Kg CARDED COTTON YARN,KG,2024,7,13735,137378,116748
China,300,Kg CARDED COTTON YARN,KG,2024,8,8227,85064,69930
China,300,Kg CARDED COTTON YARN,KG,2024,9,723,585,6146
China,300,Kg CARDED COTTON YARN,KG,2024,10,7104,37699,60384
China,300,Kg CARDED COTTON YARN,KG,2024,11,7105,81979,60393
China,300,Kg CARDED COTTON YARN,KG,2024,12,69,2354,587
China,301,Kg COMBED COTTON YARN,KG,2024,1,269,3520,2287
China,301,Kg COMBED COTTON YARN,KG,2024,3,7,368,60
China,301,Kg COMBED COTTON YARN,KG,2024,4,322,4359,2737
China,301,Kg COMBED COTTON YARN,KG,2024,5,1163,18446,9886
China,301,Kg COMBED COTTON YARN,KG,2024,6,83,504,706
China,301,Kg COMBED COTTON YARN,KG,2024,7,782,26189,6647
China,301,Kg COMBED COTTON YARN,KG,2024,8,548,20371,4658
China,301,Kg COMBED COTTON YARN,KG,2024,9,115,5576,978
China,301,Kg COMBED COTTON YARN,KG,2024,10,297,3312,2525
China,301,Kg COMBED COTTON YARN,KG,2024,11,914,31969,7769
China,301,Kg COMBED COTTON YARN,KG,2024,12,2859,9367,24302
China,313,M2 COTTON SHEETING FABRIC,M2,2024,1,988438,948125,988438
China,313,M2 COTTON SHEETING FABRIC,M2,2024,2,1209783,991716,1209783
China,313,M2 COTTON SHEETING FABRIC,M2,2024,3,684215,898097,684215
China,313,M2 COTTON SHEETING FABRIC,M2,2024,4,282209,277537,282209
China,313,M2 COTTON SHEETING FABRIC,M2,2024,5,832340,863477,832340
China,313,M2 COTTON SHEETING FABRIC,M2,2024,6,1984055,1478281,1984055
China,313,M2 COTTON SHEETING FABRIC,M2,2024,7,5521392,3562234,5521392
China,313,M2 COTTON SHEETING FABRIC,M2,2024,8,1891144,1801079,1891144
China,313,M2 COTTON SHEETING FABRIC,M2,2024,9,1539219,1669334,1539219
China,313,M2 COTTON SHEETING FABRIC,M2,2024,10,1578013,1286627,1578013
China,313,M2 COTTON SHEETING FABRIC,M2,2024,11,1807001,1749550,1807001
China,313,M2 COTTON SHEETING FABRIC,M2,2024,12,1031368,850084,1031368
China,314,M2 COTTON POPLIN & BROADCLOTH FAB.,M2,2024,1,100093,119002,100093
China,314,M2 COTTON POPLIN & BROADCLOTH FAB.,M2,2024,2,118722,126161,118722
China,314,M2 COTTON POPLIN & BROADCLOTH FAB.,M2,2024,3,22648,40658,22648
China,314,M2 COTTON POPLIN & BROADCLOTH FAB.,M2,2024,4,378602,423191,378602
China,314,M2 COTTON POPLIN & BROADCLOTH FAB.,M2,2024,5,319072,331981,319072
China,314,M2 COTTON POPLIN & BROADCLOTH FAB.,M2,2024,6,292743,267037,292743
China,314,M2 COTTON POPLIN & BROADCLOTH FAB.,M2,2024,7,715018,474885,715018
China,314,M2 COTTON POPLIN & BROADCLOTH FAB.,M2,2024,8,521897,252746,521897
China,314,M2 COTTON POPLIN & BROADCLOTH FAB.,M2,2024,9,338760,313989,338760
China,314,M2 COTTON POPLIN & BROADCLOTH FAB.,M2,2024,10,341876,419068,341876
China,314,M2 COTTON POPLIN & BROADCLOTH FAB.,M2,2024,11,407986,488373,407986
China,314,M2 COTTON POPLIN & BROADCLOTH FAB.,M2,2024,12,524008,616583,524008
China,315,M2 COTTON PRINTCLOTH FABRIC,M2,2024,1,3847,8552,3847
China,315,M2 COTTON PRINTCLOTH FABRIC,M2,2024,2,71864,38662,71864
China,315,M2 COTTON PRINTCLOTH FABRIC,M2,2024,3,2223,6942,2223
China,315,M2 COTTON PRINTCLOTH FABRIC,M2,2024,4,53492,49741,53492
China,315,M2 COTTON PRINTCLOTH FABRIC,M2,2024,5,1316,5748,1316
China,315,M2 COTTON PRINTCLOTH FABRIC,M2,2024,6,10627,20498,10627
China,315,M2 COTTON PRINTCLOTH FABRIC,M2,2024,7,12698,23730,12698
China,315,M2 COTTON PRINTCLOTH FABRIC,M2,2024,8,13383,26600,13383
China,315,M2 COTTON PRINTCLOTH FABRIC,M2,2024,9,1433,2541,1433
China,315,M2 COTTON PRINTCLOTH FABRIC,M2,2024,10,64739,47490,64739
China,315,M2 COTTON PRINTCLOTH FABRIC,M2,2024,11,4000,5449,4000
China,315,M2 COTTON PRINTCLOTH FABRIC,M2,2024,12,8726,9981,8726
China,317,M2 COTTON TWILL FABRIC,M2,2024,1,1740319,889846,1740319
China,317,M2 COTTON TWILL FABRIC,M2,2024,2,367668,387165,367668
China,317,M2 COTTON TWILL FABRIC,M2,2024,3,847843,427931,847843
China,317,M2 COTTON TWILL FABRIC,M2,2024,4,515757,310840,515757
China,317,M2 COTTON TWILL FABRIC,M2,2024,5,1172343,727749,1172343
China,317,M2 COTTON TWILL FABRIC,M2,2024,6,970907,622775,970907
China,317,M2 COTTON TWILL FABRIC,M2,2024,7,770454,609407,770454
China,317,M2 COTTON TWILL FABRIC,M2,2024,8,962173,615848,962173
China,317,M2 COTTON TWILL FABRIC,M2,2024,9,1131319,662339,1131319
China,317,M2 COTTON TWILL FABRIC,M2,2024,10,1576594,903371,1576594
China,317,M2 COTTON TWILL FABRIC,M2,2024,11,483330,430268,483330
China,317,M2 COTTON TWILL FABRIC,M2,2024,12,1191092,603751,1191092
China,326,M2 COTTON SATEEN FABRIC,M2,2024,1,33952,82534,33952
China,326,M2 COTTON SATEEN FABRIC,M2,2024,2,39217,49665,39217
China,326,M2 COTTON SATEEN FABRIC,M2,2024,3,64029,97656,64029
China,326,M2 COTTON SATEEN FABRIC,M2,2024,4,7029,24721,7029
China,326,M2 COTTON SATEEN FABRIC,M2,2024,5,62854,169689,62854
China,326,M2 COTTON SATEEN FABRIC,M2,2024,6,16838,42545,16838
China,326,M2 COTTON SATEEN FABRIC,M2,2024,7,104165,160805,104165
China,326,M2 COTTON SATEEN FABRIC,M2,2024,8,23550,46890,23550
China,326,M2 COTTON SATEEN FABRIC,M2,2024,9,31392,38002,31392
China,326,M2 COTTON SATEEN FABRIC,M2,2024,10,15521,39985,15521
China,326,M2 COTTON SATEEN FABRIC,M2,2024,11,31544,131612,31544
China,326,M2 COTTON SATEEN FABRIC,M2,2024,12,29517,182074,29517
China,330,Doz COTTON HANDKERCHIEFS,DOZ,2024,1,133807,646480,187330
China,330,Doz COTTON HANDKERCHIEFS,DOZ,2024,2,144956,580967,202938
China,330,Doz COTTON HANDKERCHIEFS,DOZ,2024,3,96068,466312,134495
China,330,Doz COTTON HANDKERCHIEFS,DOZ,2024,4,127139,484134,177995
China,330,Doz COTTON HANDKERCHIEFS,DOZ,2024,5,119530,652504,167342
China,330,Doz COTTON HANDKERCHIEFS,DOZ,2024,6,140766,559651,197072
China,330,Doz COTTON HANDKERCHIEFS,DOZ,2024,7,133122,524835,186371
China,330,Doz COTTON HANDKERCHIEFS,DOZ,2024,8,114699,439118,160579
China,330,Doz COTTON HANDKERCHIEFS,DOZ,2024,9,144005,542674,201607
China,330,Doz COTTON HANDKERCHIEFS,DOZ,2024,10,135924,460170,190294
China,330,Doz COTTON HANDKERCHIEFS,DOZ,2024,11,129899,343662,181859
China,330,Doz COTTON HANDKERCHIEFS,DOZ,2024,12,144977,705045,202968
China,331,Dpr COTTON GLOVES AND MITTENS,DPR,2024,1,721409,1699966,2092086
China,331,Dpr COTTON GLOVES AND MITTENS,DPR,2024,2,389042,1270845,1128222
China,331,Dpr COTTON GLOVES AND MITTENS,DPR,2024,3,498644,1379088,1446068
China,331,Dpr COTTON GLOVES AND MITTENS,DPR,2024,4,394608,864577,1144363
China,331,Dpr COTTON GLOVES AND MITTENS,DPR,2024,5,714250,1699540,2071325
China,331,Dpr COTTON GLOVES AND MITTENS,DPR,2024,6,794802,1989289,2304926
China,331,Dpr COTTON GLOVES AND MITTENS,DPR,2024,7,830874,2596418,2409535
China,331,Dpr COTTON GLOVES AND MITTENS,DPR,2024,8,836277,2877577,2425203
China,331,Dpr COTTON GLOVES AND MITTENS,DPR,2024,9,783596,1984913,2272428
China,331,Dpr COTTON GLOVES AND MITTENS,DPR,2024,10,941154,2452443,2729347
China,331,Dpr COTTON GLOVES AND MITTENS,DPR,2024,11,515540,1254733,1495066
China,331,Dpr COTTON GLOVES AND MITTENS,DPR,2024,12,645918,1376811,1873162
China,332,Dpr COTTON HOSIERY,DPR,2024,1,2060985,11882588,7831743
China,332,Dpr COTTON HOSIERY,DPR,2024,2,1730652,9429170,6576478
China,332,Dpr COTTON HOSIERY,DPR,2024,3,1265858,7579551,4810260
China,332,Dpr COTTON HOSIERY,DPR,2024,4,1060537,6049791,4030041
China,332,Dpr COTTON HOSIERY,DPR,2024,5,1948335,8440111,7403673
China,332,Dpr COTTON HOSIERY,DPR,2024,6,1970563,10156936,7488139
China,332,Dpr COTTON HOSIERY,DPR,2024,7,1887891,10339276,7173986
China,332,Dpr COTTON HOSIERY,DPR,2024,8,1812046,12636017,6885775
China,332,Dpr COTTON HOSIERY,DPR,2024,9,2037530,12095709,7742614
China,332,Dpr COTTON HOSIERY,DPR,2024,10,2045413,12184950,7772569
China,332,Dpr COTTON HOSIERY,DPR,2024,11,1507727,10544619,5729363
China,332,Dpr COTTON HOSIERY,DPR,2024,12,1734328,11067246,6590446
China,333,"Doz M&B SUIT-TYPE COATS, COTTON",DOZ,2024,1,11644,2129736,352813
China,333,"Doz M&B SUIT-TYPE COATS, COTTON",DOZ,2024,2,18801,1770069,569670
China,333,"Doz M&B SUIT-TYPE COATS, COTTON",DOZ,2024,3,13716,1903216,415595
China,333,"Doz M&B SUIT-TYPE COATS, COTTON",DOZ,2024,4,9636,1513183,291971
China,333,"Doz M&B SUIT-TYPE COATS, COTTON",DOZ,2024,5,16302,1303299,493951
China,333,"Doz M&B SUIT-TYPE COATS, COTTON",DOZ,2024,6,41426,3133578,1255208
China,333,"Doz M&B SUIT-TYPE COATS, COTTON",DOZ,2024,7,83090,4768496,2517627
China,333,"Doz M&B SUIT-TYPE COATS, COTTON",DOZ,2024,8,68161,3648662,2065278
China,333,"Doz M&B SUIT-TYPE COATS, COTTON",DOZ,2024,9,75605,3879133,2290832
China,333,"Doz M&B SUIT-TYPE COATS, COTTON",DOZ,2024,10,46102,2059070,1396891
China,333,"Doz M&B SUIT-TYPE COATS, COTTON",DOZ,2024,11,25780,1326613,781134
China,333,"Doz M&B SUIT-TYPE COATS, COTTON",DOZ,2024,12,37671,3101661,1141431
China,334,"Doz OTHER M&B COATS, COTTON",DOZ,2024,1,59728,7703724,2060616
China,334,"Doz OTHER M&B COATS, COTTON",DOZ,2024,2,65958,6638995,2275551
China,334,"Doz OTHER M&B COATS, COTTON",DOZ,2024,3,41022,4209111,1415259
China,334,"Doz OTHER M&B COATS, COTTON",DOZ,2024,4,39846,5010822,1374687
China,334,"Doz OTHER M&B COATS, COTTON",DOZ,2024,5,84996,9030518,2932362
China,334,"Doz OTHER M&B COATS, COTTON",DOZ,2024,6,139662,14059094,4818339
China,334,"Doz OTHER M&B COATS, COTTON",DOZ,2024,7,180805,22323162,6237773
China,334,"Doz OTHER M&B COATS, COTTON",DOZ,2024,8,196313,22097852,6772799
China,334,"Doz OTHER M&B COATS, COTTON",DOZ,2024,9,169721,18720417,5855375
China,334,"Doz OTHER M&B COATS, COTTON",DOZ,2024,10,135931,13790757,4689620
China,334,"Doz OTHER M&B COATS, COTTON",DOZ,2024,11,109269,10480877,3769781
China,334,"Doz OTHER M&B COATS, COTTON",DOZ,2024,12,86701,9627158,2991185
China,335,Doz W&G COTTON COATS,DOZ,2024,1,186663,15752672,6439874
China,335,Doz W&G COTTON COATS,DOZ,2024,2,142752,11913121,4924944
China,335,Doz W&G COTTON COATS,DOZ,2024,3,72717,7449229,2508737
China,335,Doz W&G COTTON COATS,DOZ,2024,4,94280,7964823,3252660
China,335,Doz W&G COTTON COATS,DOZ,2024,5,132442,8624553,4569249
China,335,Doz W&G COTTON COATS,DOZ,2024,6,206807,13504201,7134842
China,335,Doz W&G COTTON COATS,DOZ,2024,7,246196,19558646,8493762
China,335,Doz W&G COTTON COATS,DOZ,2024,8,225644,17572980,7784718
China,335,Doz W&G COTTON COATS,DOZ,2024,9,198649,13698427,6853391
China,335,Doz W&G COTTON COATS,DOZ,2024,10,166351,12522468,5739110
China,335,Doz W&G COTTON COATS,DOZ,2024,11,197729,12843891,6821651
China,335,Doz W&G COTTON COATS,DOZ,2024,12,177729,16830368,6131651
China,336,Doz COTTON DRESSES,DOZ,2024,1,583281,33942097,22106350
China,336,Doz COTTON DRESSES,DOZ,2024,2,494680,30399028,18748372
China,336,Doz COTTON DRESSES,DOZ,2024,3,325686,21145795,12343499
China,336,Doz COTTON DRESSES,DOZ,2024,4,360813,24806995,13674813
China,336,Doz COTTON DRESSES,DOZ,2024,5,380605,23587725,14424930
China,336,Doz COTTON DRESSES,DOZ,2024,6,343095,21607522,13003301
China,336,Doz COTTON DRESSES,DOZ,2024,7,285831,18738168,10832995
China,336,Doz COTTON DRESSES,DOZ,2024,8,221496,13584908,8394698
China,336,Doz COTTON DRESSES,DOZ,2024,9,184828,11381622,7004981
China,336,Doz COTTON DRESSES,DOZ,2024,10,174222,10777613,6603014
China,336,Doz COTTON DRESSES,DOZ,2024,11,222273,12157178,8424147
China,336,Doz COTTON DRESSES,DOZ,2024,12,362732,20962329,13747543
China,338,"Doz M&B KNIT SHIRTS, COTTON",DOZ,2024,1,1587308,45629370,9523848
China,338,"Doz M&B KNIT SHIRTS, COTTON",DOZ,2024,2,1058687,30559484,6352122
China,338,"Doz M&B KNIT SHIRTS, COTTON",DOZ,2024,3,801430,26757145,4808580
China,338,"Doz M&B KNIT SHIRTS, COTTON",DOZ,2024,4,769102,24488765,4614612
China,338,"Doz M&B KNIT SHIRTS, COTTON",DOZ,2024,5,1294558,34165085,7767348
China,338,"Doz M&B KNIT SHIRTS, COTTON",DOZ,2024,6,1404971,50368646,8429826
China,338,"Doz M&B KNIT SHIRTS, COTTON",DOZ,2024,7,1585484,64846025,9512904
China,338,"Doz M&B KNIT SHIRTS, COTTON",DOZ,2024,8,1488465,53843190,8930790
China,338,"Doz M&B KNIT SHIRTS, COTTON",DOZ,2024,9,1551316,57231644,9307896
China,338,"Doz M&B KNIT SHIRTS, COTTON",DOZ,2024,10,1382417,55186904,8294502
China,338,"Doz M&B KNIT SHIRTS, COTTON",DOZ,2024,11,1217933,45234158,7307598
China,338,"Doz M&B KNIT SHIRTS, COTTON",DOZ,2024,12,1145338,44711309,6872028
China,339,"Doz W&G KNIT SHIRTS/BLOUSES, COTTON",DOZ,2024,1,2259229,61494923,13555374
China,339,"Doz W&G KNIT SHIRTS/BLOUSES, COTTON",DOZ,2024,2,1654575,45128985,9927450
China,339,"Doz W&G KNIT SHIRTS/BLOUSES, COTTON",DOZ,2024,3,1222052,38209128,7332312
