Country,Category,Description,Units,Year,Month,Quantity,Value,M2
Bangladesh,200,"Kg YARN FOR RETAIL SALE,SEWING THREAD",KG,2025,4,28,1705,185
Bangladesh,200,"Kg YARN FOR RETAIL SALE,SEWING THREAD",KG,2025,6,26,1080,172
Bangladesh,201,Kg SPECIALTY YARNS,KG,2025,2,7,310,46
Bangladesh,222,Kg KNIT FABRIC,KG,2025,1,1061,5781,13050
Bangladesh,222,Kg KNIT FABRIC,KG,2025,3,1061,5781,13050
Bangladesh,222,Kg KNIT FABRIC,KG,2025,6,626,1025,7700
Bangladesh,223,Kg NON-WOVEN FABRICS,KG,2025,1,43968,104813,615552
Bangladesh,223,Kg NON-WOVEN FABRICS,KG,2025,2,10986,26052,153804
Bangladesh,223,Kg NON-WOVEN FABRICS,KG,2025,3,22801,89005,319214
Bangladesh,223,Kg NON-WOVEN FABRICS,KG,2025,4,11570,33506,161980
Bangladesh,223,Kg NON-WOVEN FABRICS,KG,2025,5,21701,36158,303814
Bangladesh,223,Kg NON-WOVEN FABRICS,KG,2025,6,10623,24268,148722
Bangladesh,224,M2 PILE & TUFTED FABRICS,M2,2025,5,90,278,90
Bangladesh,225,M2 BLUE DENIM FABRIC,M2,2025,4,2309,17250,2309
Bangladesh,229,Kg SPECIAL PURPOSE FABRIC,KG,2025,1,71166,279854,967858
Bangladesh,229,Kg SPECIAL PURPOSE FABRIC,KG,2025,2,90619,374215,1232418
Bangladesh,229,Kg SPECIAL PURPOSE FABRIC,KG,2025,3,109611,445816,1490710
Bangladesh,229,Kg SPECIAL PURPOSE FABRIC,KG,2025,4,98401,390790,1338254
Bangladesh,229,Kg SPECIAL PURPOSE FABRIC,KG,2025,5,84261,340953,1145950
Bangladesh,229,Kg SPECIAL PURPOSE FABRIC,KG,2025,6,86103,368992,1171001
Bangladesh,237,"DOZ PLAYSUITS, SUNSUITS, ETC",DOZ,2025,1,78421,3885954,1505683
Bangladesh,237,"DOZ PLAYSUITS, SUNSUITS, ETC",DOZ,2025,2,67288,2604633,1291930
Bangladesh,237,"DOZ PLAYSUITS, SUNSUITS, ETC",DOZ,2025,3,71678,2837566,1376218
Bangladesh,237,"DOZ PLAYSUITS, SUNSUITS, ETC",DOZ,2025,4,47411,2395293,910291
Bangladesh,237,"DOZ PLAYSUITS, SUNSUITS, ETC",DOZ,2025,5,49297,2117119,946502
Bangladesh,237,"DOZ PLAYSUITS, SUNSUITS, ETC",DOZ,2025,6,38373,1805934,736762
Bangladesh,239,Kg BABIES' GARM. & CLOTH. ACCESS.,KG,2025,1,1508107,26665874,9501074
Bangladesh,239,Kg BABIES' GARM. & CLOTH. ACCESS.,KG,2025,2,1114915,19883837,7023965
Bangladesh,239,Kg BABIES' GARM. & CLOTH. ACCESS.,KG,2025,3,1126516,19312726,7097051
Bangladesh,239,Kg BABIES' GARM. & CLOTH. ACCESS.,KG,2025,4,900360,15312046,5672268
Bangladesh,239,Kg BABIES' GARM. & CLOTH. ACCESS.,KG,2025,5,1060454,17334237,6680860
Bangladesh,239,Kg BABIES' GARM. & CLOTH. ACCESS.,KG,2025,6,1739131,30871057,10956525
Bangladesh,313,M2 COTTON SHEETING FABRIC,M2,2025,1,17280,20753,17280
Bangladesh,313,M2 COTTON SHEETING FABRIC,M2,2025,2,2160,2582,2160
Bangladesh,313,M2 COTTON SHEETING FABRIC,M2,2025,4,1080,1267,1080
Bangladesh,313,M2 COTTON SHEETING FABRIC,M2,2025,5,2160,2508,2160
Bangladesh,313,M2 COTTON SHEETING FABRIC,M2,2025,6,7560,9014,7560
Bangladesh,317,M2 COTTON TWILL FABRIC,M2,2025,2,13358,4030,13358
Bangladesh,326,M2 COTTON SATEEN FABRIC,M2,2025,3,2750,18500,2750
Bangladesh,330,Doz COTTON HANDKERCHIEFS,DOZ,2025,1,333,4000,466
Bangladesh,330,Doz COTTON HANDKERCHIEFS,DOZ,2025,3,333,4000,466
Bangladesh,330,Doz COTTON HANDKERCHIEFS,DOZ,2025,4,24,616,34
Bangladesh,330,Doz COTTON HANDKERCHIEFS,DOZ,2025,6,24,616,34
Bangladesh,331,Dpr COTTON GLOVES AND MITTENS,DPR,2025,1,121009,356570,350926
Bangladesh,331,Dpr COTTON GLOVES AND MITTENS,DPR,2025,2,92083,251226,267041
Bangladesh,331,Dpr COTTON GLOVES AND MITTENS,DPR,2025,3,138785,456255,402477
Bangladesh,331,Dpr COTTON GLOVES AND MITTENS,DPR,2025,4,88500,240944,256650
Bangladesh,331,Dpr COTTON GLOVES AND MITTENS,DPR,2025,5,166240,550201,482096
Bangladesh,331,Dpr COTTON GLOVES AND MITTENS,DPR,2025,6,37239,106924,107993
Bangladesh,332,Dpr COTTON HOSIERY,DPR,2025,1,31114,60830,118233
Bangladesh,332,Dpr COTTON HOSIERY,DPR,2025,2,1630,2686,6194
Bangladesh,332,Dpr COTTON HOSIERY,DPR,2025,3,5340,31671,20292
Bangladesh,332,Dpr COTTON HOSIERY,DPR,2025,5,7287,10303,27691
Bangladesh,332,Dpr COTTON HOSIERY,DPR,2025,6,299,3656,1136
Bangladesh,333,"Doz M&B SUIT-TYPE COATS, COTTON",DOZ,2025,1,7906,838615,239552
Bangladesh,333,"Doz M&B SUIT-TYPE COATS, COTTON",DOZ,2025,2,2110,141439,63933
Bangladesh,333,"Doz M&B SUIT-TYPE COATS, COTTON",DOZ,2025,3,6272,315386,190042
Bangladesh,333,"Doz M&B SUIT-TYPE COATS, COTTON",DOZ,2025,4,2618,250803,79325
Bangladesh,333,"Doz M&B SUIT-TYPE COATS, COTTON",DOZ,2025,5,1457,76619,44147
Bangladesh,333,"Doz M&B SUIT-TYPE COATS, COTTON",DOZ,2025,6,1475,148963,44693
Bangladesh,334,"Doz OTHER M&B COATS, COTTON",DOZ,2025,1,62430,4768073,2153835
Bangladesh,334,"Doz OTHER M&B COATS, COTTON",DOZ,2025,2,47374,3981063,1634403
Bangladesh,334,"Doz OTHER M&B COATS, COTTON",DOZ,2025,3,46731,3894850,1612220
Bangladesh,334,"Doz OTHER M&B COATS, COTTON",DOZ,2025,4,20250,2222913,698625
Bangladesh,334,"Doz OTHER M&B COATS, COTTON",DOZ,2025,5,40108,3803579,1383726
Bangladesh,334,"Doz OTHER M&B COATS, COTTON",DOZ,2025,6,113612,13595487,3919614
Bangladesh,335,Doz W&G COTTON COATS,DOZ,2025,1,87332,8359480,3012954
Bangladesh,335,Doz W&G COTTON COATS,DOZ,2025,2,58901,6581537,2032085
Bangladesh,335,Doz W&G COTTON COATS,DOZ,2025,3,58278,6257082,2010591
Bangladesh,335,Doz W&G COTTON COATS,DOZ,2025,4,43088,4819743,1486536
Bangladesh,335,Doz W&G COTTON COATS,DOZ,2025,5,69084,7226426,2383398
Bangladesh,335,Doz W&G COTTON COATS,DOZ,2025,6,97051,10234796,3348260
Bangladesh,336,Doz COTTON DRESSES,DOZ,2025,1,179668,10434083,6809417
Bangladesh,336,Doz COTTON DRESSES,DOZ,2025,2,172597,8688869,6541426
Bangladesh,336,Doz COTTON DRESSES,DOZ,2025,3,263011,14369333,9968117
Bangladesh,336,Doz COTTON DRESSES,DOZ,2025,4,166042,9454768,6292992
Bangladesh,336,Doz COTTON DRESSES,DOZ,2025,5,107373,6089628,4069437
Bangladesh,336,Doz COTTON DRESSES,DOZ,2025,6,119674,5965566,4535645
Bangladesh,338,"Doz M&B KNIT SHIRTS, COTTON",DOZ,2025,1,3129411,86321693,18776466
Bangladesh,338,"Doz M&B KNIT SHIRTS, COTTON",DOZ,2025,2,3474161,89283845,20844966
Bangladesh,338,"Doz M&B KNIT SHIRTS, COTTON",DOZ,2025,3,3596515,90448337,21579090
Bangladesh,338,"Doz M&B KNIT SHIRTS, COTTON",DOZ,2025,4,3194642,84587970,19167852
Bangladesh,338,"Doz M&B KNIT SHIRTS, COTTON",DOZ,2025,5,2705740,68124177,16234440
Bangladesh,338,"Doz M&B KNIT SHIRTS, COTTON",DOZ,2025,6,2622489,76323772,15734934
Bangladesh,339,"Doz W&G KNIT SHIRTS/BLOUSES, COTTON",DOZ,2025,1,904197,26771816,5425182
Bangladesh,339,"Doz W&G KNIT SHIRTS/BLOUSES, COTTON",DOZ,2025,2,851419,23603822,5108514
Bangladesh,339,"Doz W&G KNIT SHIRTS/BLOUSES, COTTON",DOZ,2025,3,954976,25218375,5729856
Bangladesh,339,"Doz W&G KNIT SHIRTS/BLOUSES, COTTON",DOZ,2025,4,900412,25438971,5402472
Bangladesh,339,"Doz W&G KNIT SHIRTS/BLOUSES, COTTON",DOZ,2025,5,672429,22894153,4034574
Bangladesh,339,"Doz W&G KNIT SHIRTS/BLOUSES, COTTON",DOZ,2025,6,807139,26085298,4842834
Bangladesh,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,1,772153,47066858,15520275
Bangladesh,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,2,556000,35241817,11175600
Bangladesh,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,3,509635,32491244,10243664
Bangladesh,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,4,471925,31714960,9485693
Bangladesh,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,5,271600,18013285,5459160
Bangladesh,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2025,6,646008,44458845,12984761
Bangladesh,341,"Doz W&G COT. SHIRTS/BLOUSES,N-KNIT",DOZ,2025,1,108573,7657199,1313733
Bangladesh,341,"Doz W&G COT. SHIRTS/BLOUSES,N-KNIT",DOZ,2025,2,73247,4544611,886289
Bangladesh,341,"Doz W&G COT. SHIRTS/BLOUSES,N-KNIT",DOZ,2025,3,171505,8244418,2075211
Bangladesh,341,"Doz W&G COT. SHIRTS/BLOUSES,N-KNIT",DOZ,2025,4,128377,7253901,1553362
Bangladesh,341,"Doz W&G COT. SHIRTS/BLOUSES,N-KNIT",DOZ,2025,5,84577,4939736,1023382
Bangladesh,341,"Doz W&G COT. SHIRTS/BLOUSES,N-KNIT",DOZ,2025,6,123499,8304603,1494338
Bangladesh,342,Doz COTTON SKIRTS,DOZ,2025,1,104223,5791196,1552923
Bangladesh,342,Doz COTTON SKIRTS,DOZ,2025,2,129439,7001019,1928641
Bangladesh,342,Doz COTTON SKIRTS,DOZ,2025,3,139413,7368169,2077254
Bangladesh,342,Doz COTTON SKIRTS,DOZ,2025,4,119514,6544733,1780759
Bangladesh,342,Doz COTTON SKIRTS,DOZ,2025,5,111401,5353626,1659875
Bangladesh,342,Doz COTTON SKIRTS,DOZ,2025,6,165854,7888213,2471225
Bangladesh,345,Doz COTTON SWEATERS,DOZ,2025,1,63926,3993978,1968921
Bangladesh,345,Doz COTTON SWEATERS,DOZ,2025,2,38225,2567187,1177330
Bangladesh,345,Doz COTTON SWEATERS,DOZ,2025,3,38796,2768058,1194917
Bangladesh,345,Doz COTTON SWEATERS,DOZ,2025,4,55904,3668497,1721843
Bangladesh,345,Doz COTTON SWEATERS,DOZ,2025,5,45136,3031975,1390189
Bangladesh,345,Doz COTTON SWEATERS,DOZ,2025,6,123938,9637476,3817290
Bangladesh,347,Doz M&B COT. TROUSERS/BREECHES/SHORTS,DOZ,2025,1,2591767,165052243,38617328
Bangladesh,347,Doz M&B COT. TROUSERS/BREECHES/SHORTS,DOZ,2025,2,2373727,147915848,35368532
Bangladesh,347,Doz M&B COT. TROUSERS/BREECHES/SHORTS,DOZ,2025,3,2159170,136335632,32171633
Bangladesh,347,Doz M&B COT. TROUSERS/BREECHES/SHORTS,DOZ,2025,4,2515695,162024128,37483856
Bangladesh,347,Doz M&B COT. TROUSERS/BREECHES/SHORTS,DOZ,2025,5,1693834,106394260,25238127
Bangladesh,347,Doz M&B COT. TROUSERS/BREECHES/SHORTS,DOZ,2025,6,2349954,153579615,35014315
Bangladesh,348,Doz W&G COTTON TROUSERS/SLACKS/SHORTS,DOZ,2025,1,1500503,102827805,22357495
Bangladesh,348,Doz W&G COTTON TROUSERS/SLACKS/SHORTS,DOZ,2025,2,1302296,82938868,19404210
Bangladesh,348,Doz W&G COTTON TROUSERS/SLACKS/SHORTS,DOZ,2025,3,1426326,85007794,21252257
Bangladesh,348,Doz W&G COTTON TROUSERS/SLACKS/SHORTS,DOZ,2025,4,1248470,78155759,18602203
Bangladesh,348,Doz W&G COTTON TROUSERS/SLACKS/SHORTS,DOZ,2025,5,998180,62956994,14872882
Bangladesh,348,Doz W&G COTTON TROUSERS/SLACKS/SHORTS,DOZ,2025,6,1386091,91644498,20652756
Bangladesh,349,"Doz BRASSIERES, OTHER BODY SUPPORT GAR",DOZ,2025,1,173839,3867715,695356
Bangladesh,349,"Doz BRASSIERES, OTHER BODY SUPPORT GAR",DOZ,2025,2,228416,4587307,913664
Bangladesh,349,"Doz BRASSIERES, OTHER BODY SUPPORT GAR",DOZ,2025,3,184772,3214403,739088
Bangladesh,349,"Doz BRASSIERES, OTHER BODY SUPPORT GAR",DOZ,2025,4,371595,7010363,1486380
Bangladesh,349,"Doz BRASSIERES, OTHER BODY SUPPORT GAR",DOZ,2025,5,123171,2657986,492684
Bangladesh,349,"Doz BRASSIERES, OTHER BODY SUPPORT GAR",DOZ,2025,6,176003,3323807,704012
Bangladesh,350,"Doz COTTON DRESSING GOWNS, ROBES ETC.",DOZ,2025,1,4562,200176,194341
Bangladesh,350,"Doz COTTON DRESSING GOWNS, ROBES ETC.",DOZ,2025,2,26383,566417,1123916
Bangladesh,350,"Doz COTTON DRESSING GOWNS, ROBES ETC.",DOZ,2025,3,18217,606073,776044
Bangladesh,350,"Doz COTTON DRESSING GOWNS, ROBES ETC.",DOZ,2025,4,21849,814392,930767
Bangladesh,350,"Doz COTTON DRESSING GOWNS, ROBES ETC.",DOZ,2025,5,6660,153312,283716
Bangladesh,350,"Doz COTTON DRESSING GOWNS, ROBES ETC.",DOZ,2025,6,9186,393088,391324
Bangladesh,351,Doz COTTON NIGHTWEAR/PAJAMAS,DOZ,2025,1,64725,2436850,2815538
Bangladesh,351,Doz COTTON NIGHTWEAR/PAJAMAS,DOZ,2025,2,96109,3026147,4180742
Bangladesh,351,Doz COTTON NIGHTWEAR/PAJAMAS,DOZ,2025,3,76927,2737046,3346325
Bangladesh,351,Doz COTTON NIGHTWEAR/PAJAMAS,DOZ,2025,4,94583,4560242,4114361
Bangladesh,351,Doz COTTON NIGHTWEAR/PAJAMAS,DOZ,2025,5,58947,2231038,2564195
Bangladesh,351,Doz COTTON NIGHTWEAR/PAJAMAS,DOZ,2025,6,82221,3170392,3576614
Bangladesh,352,Doz COTTON UNDERWEAR,DOZ,2025,1,2349920,28082293,21619264
Bangladesh,352,Doz COTTON UNDERWEAR,DOZ,2025,2,1951998,24397137,17958382
Bangladesh,352,Doz COTTON UNDERWEAR,DOZ,2025,3,2321355,30138140,21356466
Bangladesh,352,Doz COTTON UNDERWEAR,DOZ,2025,4,2277803,29976784,20955788
Bangladesh,352,Doz COTTON UNDERWEAR,DOZ,2025,5,1673752,19990075,15398518
Bangladesh,352,Doz COTTON UNDERWEAR,DOZ,2025,6,1831685,24708929,16851502
Bangladesh,353,Doz M&B DOWN-FILLED COATS,DOZ,2025,3,10,5282,345
Bangladesh,353,Doz M&B DOWN-FILLED COATS,DOZ,2025,4,2,348,69
Bangladesh,353,Doz M&B DOWN-FILLED COATS,DOZ,2025,6,85,57058,2933
Bangladesh,354,Doz W&G DOWN-FILLED COATS,DOZ,2025,6,143,36936,4934
Bangladesh,359,Kg OTHER COTTON APPAREL,KG,2025,1,359593,5061556,3056541
Bangladesh,359,Kg OTHER COTTON APPAREL,KG,2025,2,345532,5342988,2937022
Bangladesh,359,Kg OTHER COTTON APPAREL,KG,2025,3,381959,6445419,3246652
Bangladesh,359,Kg OTHER COTTON APPAREL,KG,2025,4,274673,5305618,2334721
Bangladesh,359,Kg OTHER COTTON APPAREL,KG,2025,5,362269,4340166,3079287
Bangladesh,359,Kg OTHER COTTON APPAREL,KG,2025,6,691716,9782867,5879586
Bangladesh,369,Kg OTHER COTTON MANUFACTURES,KG,2025,1,66188,223746,562598
Bangladesh,369,Kg OTHER COTTON MANUFACTURES,KG,2025,2,22402,92988,190417
Bangladesh,369,Kg OTHER COTTON MANUFACTURES,KG,2025,3,46035,175831,391298
Bangladesh,369,Kg OTHER COTTON MANUFACTURES,KG,2025,4,61825,225979,525513
Bangladesh,369,Kg OTHER COTTON MANUFACTURES,KG,2025,5,31524,121157,267954
Bangladesh,369,Kg OTHER COTTON MANUFACTURES,KG,2025,6,64052,217452,544442
Bangladesh,433,"Doz M&B SUIT-TYPE COATS, WOOL",DOZ,2025,1,829,99266,24953
Bangladesh,433,"Doz M&B SUIT-TYPE COATS, WOOL",DOZ,2025,2,234,68430,7043
Bangladesh,433,"Doz M&B SUIT-TYPE COATS, WOOL",DOZ,2025,3,788,410244,23719
Bangladesh,433,"Doz M&B SUIT-TYPE COATS, WOOL",DOZ,2025,4,851,463846,25615
Bangladesh,433,"Doz M&B SUIT-TYPE COATS, WOOL",DOZ,2025,5,2254,966616,67845
Bangladesh,433,"Doz M&B SUIT-TYPE COATS, WOOL",DOZ,2025,6,1245,529755,37475
Bangladesh,434,Doz OTHER M&B WOOL COATS,DOZ,2025,1,19,12062,857
Bangladesh,434,Doz OTHER M&B WOOL COATS,DOZ,2025,2,2,649,90
Bangladesh,434,Doz OTHER M&B WOOL COATS,DOZ,2025,3,136,3007,6134
Bangladesh,434,Doz OTHER M&B WOOL COATS,DOZ,2025,4,290,13093,13079
Bangladesh,434,Doz OTHER M&B WOOL COATS,DOZ,2025,5,17,677,767
Bangladesh,434,Doz OTHER M&B WOOL COATS,DOZ,2025,6,132,5836,5953
Bangladesh,435,Doz W&G WOOL COATS,DOZ,2025,1,178,59532,8028
Bangladesh,435,Doz W&G WOOL COATS,DOZ,2025,2,10,8487,451
Bangladesh,435,Doz W&G WOOL COATS,DOZ,2025,3,85,17416,3834
Bangladesh,435,Doz W&G WOOL COATS,DOZ,2025,4,4,6981,180
Bangladesh,435,Doz W&G WOOL COATS,DOZ,2025,5,107,21195,4826
Bangladesh,435,Doz W&G WOOL COATS,DOZ,2025,6,949,273455,42800
Bangladesh,436,Doz WOOL DRESSES,DOZ,2025,1,4,5281,164
Bangladesh,436,Doz WOOL DRESSES,DOZ,2025,2,52,1944,2137
Bangladesh,436,Doz WOOL DRESSES,DOZ,2025,3,307,11855,12618
Bangladesh,436,Doz WOOL DRESSES,DOZ,2025,4,2,1400,82
Bangladesh,436,Doz WOOL DRESSES,DOZ,2025,5,2,2351,82
Bangladesh,436,Doz WOOL DRESSES,DOZ,2025,6,139,7545,5713
Bangladesh,438,Doz WOOL KNIT SHIRTS/BLOUSES,DOZ,2025,1,136,37804,1700
Bangladesh,438,Doz WOOL KNIT SHIRTS/BLOUSES,DOZ,2025,2,120,25234,1500
Bangladesh,438,Doz WOOL KNIT SHIRTS/BLOUSES,DOZ,2025,3,24,11232,300
Bangladesh,438,Doz WOOL KNIT SHIRTS/BLOUSES,DOZ,2025,4,272,49327,3400
Bangladesh,438,Doz WOOL KNIT SHIRTS/BLOUSES,DOZ,2025,5,1405,252863,17563
Bangladesh,438,Doz WOOL KNIT SHIRTS/BLOUSES,DOZ,2025,6,1095,68428,13688
Bangladesh,439,Kg BABIES' GARMENTS/CLOTHING ACCESS.,KG,2025,1,46,2227,290
Bangladesh,439,Kg BABIES' GARMENTS/CLOTHING ACCESS.,KG,2025,6,262,13908,1651
Bangladesh,440,"Doz WOOL SHIRTS/BLOUSES, NOT-KNIT",DOZ,2025,1,471,30940,9467
Bangladesh,440,"Doz WOOL SHIRTS/BLOUSES, NOT-KNIT",DOZ,2025,2,304,27516,6110
Bangladesh,440,"Doz WOOL SHIRTS/BLOUSES, NOT-KNIT",DOZ,2025,3,1,490,20
Bangladesh,440,"Doz WOOL SHIRTS/BLOUSES, NOT-KNIT",DOZ,2025,4,27,2756,543
Bangladesh,440,"Doz WOOL SHIRTS/BLOUSES, NOT-KNIT",DOZ,2025,5,2713,97899,54531
Bangladesh,440,"Doz WOOL SHIRTS/BLOUSES, NOT-KNIT",DOZ,2025,6,63,2172,1266
Bangladesh,442,Doz WOOL SKIRTS,DOZ,2025,4,10,2314,150
Bangladesh,442,Doz WOOL SKIRTS,DOZ,2025,5,2,1188,30
Bangladesh,443,"Nos M&B SUITS, WOOL",NO,2025,1,5724,246825,21522
Bangladesh,443,"Nos M&B SUITS, WOOL",NO,2025,2,6,5299,23
Bangladesh,443,"Nos M&B SUITS, WOOL",NO,2025,3,14,15234,53
Bangladesh,443,"Nos M&B SUITS, WOOL",NO,2025,4,5526,202161,20778
Bangladesh,443,"Nos M&B SUITS, WOOL",NO,2025,5,8,7549,30
Bangladesh,443,"Nos M&B SUITS, WOOL",NO,2025,6,5,3753,19
Bangladesh,444,"Nos W&G SUITS, WOOL",NO,2025,3,1,1825,4
Bangladesh,444,"Nos W&G SUITS, WOOL",NO,2025,4,1,1974,4
Bangladesh,444,"Nos W&G SUITS, WOOL",NO,2025,5,1,577,4
Bangladesh,445,"Doz M&B SWEATERS, WOOL",DOZ,2025,1,582,114469,7217
Bangladesh,445,"Doz M&B SWEATERS, WOOL",DOZ,2025,2,190,46783,2356
Bangladesh,445,"Doz M&B SWEATERS, WOOL",DOZ,2025,3,59,13755,732
Bangladesh,445,"Doz M&B SWEATERS, WOOL",DOZ,2025,4,106,21482,1314
Bangladesh,445,"Doz M&B SWEATERS, WOOL",DOZ,2025,5,8,659,99
Bangladesh,445,"Doz M&B SWEATERS, WOOL",DOZ,2025,6,1995,279474,24738
Bangladesh,446,"Doz W&G SWEATERS, WOOL",DOZ,2025,1,6,1574,74
Bangladesh,446,"Doz W&G SWEATERS, WOOL",DOZ,2025,2,19,6812,236
Bangladesh,446,"Doz W&G SWEATERS, WOOL",DOZ,2025,3,21,4107,260
Bangladesh,446,"Doz W&G SWEATERS, WOOL",DOZ,2025,4,2,650,25
Bangladesh,446,"Doz W&G SWEATERS, WOOL",DOZ,2025,6,6,287,74
Bangladesh,447,Doz M&B WOOL TROUSERS/BREECHES/SHORTS,DOZ,2025,1,1394,178930,20910
Bangladesh,447,Doz M&B WOOL TROUSERS/BREECHES/SHORTS,DOZ,2025,2,3850,225532,57750
Bangladesh,447,Doz M&B WOOL TROUSERS/BREECHES/SHORTS,DOZ,2025,3,3115,255194,46725
Bangladesh,447,Doz M&B WOOL TROUSERS/BREECHES/SHORTS,DOZ,2025,4,3365,677708,50475
Bangladesh,447,Doz M&B WOOL TROUSERS/BREECHES/SHORTS,DOZ,2025,5,3934,1151750,59010
Bangladesh,447,Doz M&B WOOL TROUSERS/BREECHES/SHORTS,DOZ,2025,6,1478,276534,22170
Bangladesh,448,Doz W&G WOOL SLACKS/BREECHES/SHORTS,DOZ,2025,1,32,2908,480
Bangladesh,448,Doz W&G WOOL SLACKS/BREECHES/SHORTS,DOZ,2025,2,97,7521,1455
Bangladesh,448,Doz W&G WOOL SLACKS/BREECHES/SHORTS,DOZ,2025,3,4018,52571,60270
Bangladesh,448,Doz W&G WOOL SLACKS/BREECHES/SHORTS,DOZ,2025,4,4682,73319,70230
Bangladesh,448,Doz W&G WOOL SLACKS/BREECHES/SHORTS,DOZ,2025,6,2402,154473,36030
Bangladesh,459,Kg OTHER WOOL APPAREL,KG,2025,1,601,15433,2224
Bangladesh,459,Kg OTHER WOOL APPAREL,KG,2025,2,132,8646,488
Bangladesh,459,Kg OTHER WOOL APPAREL,KG,2025,3,1926,47875,7126
Bangladesh,459,Kg OTHER WOOL APPAREL,KG,2025,4,699,40850,2586
Bangladesh,459,Kg OTHER WOOL APPAREL,KG,2025,5,5072,179047,18766
Bangladesh,459,Kg OTHER WOOL APPAREL,KG,2025,6,2432,109790,8998
Bangladesh,465,M2 WOOL FLOOR COVERINGS,M2,2025,2,150,3124,150
Bangladesh,465,M2 WOOL FLOOR COVERINGS,M2,2025,4,14,889,14
Bangladesh,629,M2 OTHER MMF FABRICS OF STAP/FIL,M2,2025,6,250,750,250
Bangladesh,631,Dpr MMF GLOVES AND MITTENS,DPR,2025,1,115678,434707,335466
Bangladesh,631,Dpr MMF GLOVES AND MITTENS,DPR,2025,2,98593,260053,285920
Bangladesh,631,Dpr MMF GLOVES AND MITTENS,DPR,2025,3,139071,421024,403306
Bangladesh,631,Dpr MMF GLOVES AND MITTENS,DPR,2025,4,162039,402188,469913
Bangladesh,631,Dpr MMF GLOVES AND MITTENS,DPR,2025,5,66185,218049,191937
Bangladesh,631,Dpr MMF GLOVES AND MITTENS,DPR,2025,6,83171,195881,241196
Bangladesh,632,Dpr MMF HOSIERY,DPR,2025,1,3480,103316,13224
Bangladesh,632,Dpr MMF HOSIERY,DPR,2025,2,60,1640,228
Bangladesh,632,Dpr MMF HOSIERY,DPR,2025,3,72,1726,274
Bangladesh,632,Dpr MMF HOSIERY,DPR,2025,4,185,17669,703
Bangladesh,632,Dpr MMF HOSIERY,DPR,2025,5,453,3194,1721
Bangladesh,632,Dpr MMF HOSIERY,DPR,2025,6,1883,18241,7155
Bangladesh,633,Doz M&B MMF SUIT-TYPE COATS,DOZ,2025,1,14343,2952455,434593
Bangladesh,633,Doz M&B MMF SUIT-TYPE COATS,DOZ,2025,2,10247,2014496,310484
Bangladesh,633,Doz M&B MMF SUIT-TYPE COATS,DOZ,2025,3,12998,2492941,393839
Bangladesh,633,Doz M&B MMF SUIT-TYPE COATS,DOZ,2025,4,16451,2790698,498465
Bangladesh,633,Doz M&B MMF SUIT-TYPE COATS,DOZ,2025,5,4170,738450,126351
Bangladesh,633,Doz M&B MMF SUIT-TYPE COATS,DOZ,2025,6,7170,1372673,217251
Bangladesh,634,Doz OTHER M&B MMF COATS,DOZ,2025,1,95275,12672846,3286988
Bangladesh,634,Doz OTHER M&B MMF COATS,DOZ,2025,2,57818,9423683,1994721
Bangladesh,634,Doz OTHER M&B MMF COATS,DOZ,2025,3,45296,7859470,1562712
Bangladesh,634,Doz OTHER M&B MMF COATS,DOZ,2025,4,87235,11940455,3009608
Bangladesh,634,Doz OTHER M&B MMF COATS,DOZ,2025,5,126127,17997061,4351382
Bangladesh,634,Doz OTHER M&B MMF COATS,DOZ,2025,6,135525,19977098,4675613
Bangladesh,635,Doz W&G MMF COATS,DOZ,2025,1,76013,9348534,2622449
Bangladesh,635,Doz W&G MMF COATS,DOZ,2025,2,47245,7049349,1629953
Bangladesh,635,Doz W&G MMF COATS,DOZ,2025,3,60372,5802619,2082834
Bangladesh,635,Doz W&G MMF COATS,DOZ,2025,4,86104,8566420,2970588
Bangladesh,635,Doz W&G MMF COATS,DOZ,2025,5,109218,14233882,3768021
Bangladesh,635,Doz W&G MMF COATS,DOZ,2025,6,127594,17975228,4401993
Bangladesh,636,Doz MMF DRESSES,DOZ,2025,1,44063,3082746,1669988
Bangladesh,636,Doz MMF DRESSES,DOZ,2025,2,45981,2708775,1742680
Bangladesh,636,Doz MMF DRESSES,DOZ,2025,3,61790,4255347,2341841
Bangladesh,636,Doz MMF DRESSES,DOZ,2025,4,67778,3195565,2568786
Bangladesh,636,Doz MMF DRESSES,DOZ,2025,5,47045,2416884,1783006
Bangladesh,636,Doz MMF DRESSES,DOZ,2025,6,46025,2110683,1744348
Bangladesh,638,Doz M&B MMF KNIT SHIRTS,DOZ,2025,1,285582,13645578,4283730
Bangladesh,638,Doz M&B MMF KNIT SHIRTS,DOZ,2025,2,280524,10498980,4207860
Bangladesh,638,Doz M&B MMF KNIT SHIRTS,DOZ,2025,3,371834,12300510,5577510
Bangladesh,638,Doz M&B MMF KNIT SHIRTS,DOZ,2025,4,350673,12696111,5260095
Bangladesh,638,Doz M&B MMF KNIT SHIRTS,DOZ,2025,5,303351,12117053,4550265
